symbol,symbolName,lastPrice,priceChange,percentChange,openPrice,highPrice,lowPrice,volume,tradeTime,symbolCode,hasOptions,symbolType,raw
"AADI","Aadi Biosciences Inc","4.86","+0.26","+5.65%","4.66","4.90","4.60","129,200","11/03/23","STK","Yes","1","[object Object]"
"AAN","Aarons Holdings Company","7.47","+0.19","+2.61%","7.44","7.63","7.40","239,500","11/03/23","STK","Yes","1","[object Object]"
"AAON","Aaon Inc","57.87","+1.05","+1.85%","58.19","59.10","57.83","264,800","11/03/23","STK","Yes","1","[object Object]"
"AAT","American Assets Trust","19.95","+0.90","+4.72%","19.54","19.96","19.38","320,600","11/03/23","STK","Yes","1","[object Object]"
"ABCB","Ameris Bancorp","41.84","+1.36","+3.36%","41.80","42.59","41.75","353,300","11/03/23","STK","Yes","1","[object Object]"
"ABG","Asbury Automotive Group Inc","210.02","+8.25","+4.09%","205.53","213.83","205.53","163,300","11/03/23","STK","Yes","1","[object Object]"
"ABM","ABM Industries Inc","40.86","+0.76","+1.90%","40.61","41.12","40.52","404,300","11/03/23","STK","Yes","1","[object Object]"
"ABR","Arbor Realty Trust","12.89","-0.43","-3.23%","13.62","14.11","12.86","7,264,900","11/03/23","STK","Yes","1","[object Object]"
"ABUS","Arbutus Biopharma Cp","1.9200","+0.1100","+6.08%","1.8400","1.9300","1.8400","680,100","11/03/23","STK","Yes","1","[object Object]"
"ACA","Arcosa Inc","67.66","+2.52","+3.87%","66.36","68.37","66.36","509,400","11/03/23","STK","Yes","1","[object Object]"
"ACAD","Acadia Pharmaceutica","24.07","+1.08","+4.70%","24.00","24.73","22.78","2,822,300","11/03/23","STK","Yes","1","[object Object]"
"ACCD","Accolade Inc","7.26","+0.32","+4.61%","7.15","7.53","7.15","713,400","11/03/23","STK","Yes","1","[object Object]"
"ACCO","Acco Brands Corp","5.05","-0.13","-2.51%","5.11","5.41","5.03","1,022,600","11/03/23","STK","Yes","1","[object Object]"
"ACDC","Profrac Holding Corp. Cl A","9.63","+0.05","+0.52%","9.69","10.14","9.57","402,900","11/03/23","STK","Yes","1","[object Object]"
"ACEL","Accel Entertainment Inc","10.38","+0.27","+2.67%","10.31","10.50","10.29","288,500","11/03/23","STK","Yes","1","[object Object]"
"ACET","Adicet Bio Inc","1.6500","+0.1700","+11.49%","1.5200","1.6850","1.5200","387,800","11/03/23","STK","Yes","1","[object Object]"
"ACHR","Archer Aviation Inc","5.47","+0.34","+6.63%","5.20","5.50","5.20","4,632,900","11/03/23","STK","Yes","1","[object Object]"
"ACIC","American Coastal Insurance Corp","7.44","-0.01","-0.13%","7.57","7.75","7.38","511,500","11/03/23","STK","Yes","1","[object Object]"
"ACIW","Aci Worldwide Inc","24.09","+1.06","+4.60%","23.35","24.27","23.03","786,200","11/03/23","STK","Yes","1","[object Object]"
"ACLS","Axcelis Tech Inc","131.11","+3.08","+2.41%","128.47","132.35","126.68","819,100","11/03/23","STK","Yes","1","[object Object]"
"ACLX","Arcellx Inc","44.63","+3.86","+9.47%","40.84","46.40","40.19","1,588,700","11/03/23","STK","Yes","1","[object Object]"
"ACMR","Acm Research Inc","15.10","+0.56","+3.82%","14.92","15.27","14.75","1,054,800","11/03/23","STK","Yes","1","[object Object]"
"ACNB","Acnb Corp","36.15","+1.20","+3.43%","35.25","36.25","35.25","15,000","11/03/23","STK","Yes","1","[object Object]"
"ACRE","Ares Commercial Real Estate Cor","9.97","+0.29","+3.00%","9.85","10.16","9.82","784,800","11/03/23","STK","Yes","1","[object Object]"
"ACRS","Aclaris Therapts","5.37","+0.30","+5.92%","5.18","5.48","5.12","1,219,900","11/03/23","STK","Yes","1","[object Object]"
"ACRV","Acrivon Therapeutics Inc","5.75","+0.37","+6.88%","5.57","6.25","5.28","33,900","11/03/23","STK","No","1","[object Object]"
"ACT","Enact Holdings Inc","28.23","+0.34","+1.22%","28.22","28.45","28.17","328,900","11/03/23","STK","Yes","1","[object Object]"
"ACTG","Acacia Res-Acacia","3.72","+0.04","+1.09%","3.73","3.78","3.69","329,600","11/03/23","STK","Yes","1","[object Object]"
"ACVA","Acv Auctions Inc Cl A","14.71","+0.89","+6.44%","14.21","14.78","13.87","1,168,800","11/03/23","STK","Yes","1","[object Object]"
"ADEA","Adeia Inc","9.08","+0.28","+3.18%","8.97","9.12","8.91","438,600","11/03/23","STK","Yes","1","[object Object]"
"ADMA","Adma Biologics","3.65","+0.20","+5.80%","3.48","3.68","3.45","2,106,800","11/03/23","STK","Yes","1","[object Object]"
"ADNT","Adient Plc","35.91","+1.37","+3.97%","35.70","36.63","35.60","811,800","11/03/23","STK","Yes","1","[object Object]"
"ADPT","Adaptive Biotechnologies Corp","4.97","+0.11","+2.26%","4.96","5.28","4.80","2,157,100","11/03/23","STK","Yes","1","[object Object]"
"ADTN","Adtran Holdings Inc","7.29","+0.28","+3.99%","7.18","7.37","7.13","904,800","11/03/23","STK","Yes","1","[object Object]"
"ADUS","Addus Homecare Corp","84.67","+2.58","+3.14%","83.08","85.03","83.08","62,600","11/03/23","STK","Yes","1","[object Object]"
"ADV","Advantage Solutions Inc","2.40","+0.04","+1.69%","2.40","2.43","2.36","389,300","11/03/23","STK","Yes","1","[object Object]"
"AEHR","Aehr Test Systems","24.50","-0.23","-0.93%","24.78","26.20","24.40","1,138,400","11/03/23","STK","Yes","1","[object Object]"
"AEIS","Advanced Energy","91.75","+3.48","+3.94%","90.12","92.86","90.12","344,400","11/03/23","STK","Yes","1","[object Object]"
"AEL","American Equity Investment Life","53.64","+0.04","+0.07%","53.77","53.85","53.51","931,200","11/03/23","STK","Yes","1","[object Object]"
"AEO","American Eagle Outfitters","18.53","+0.22","+1.20%","18.51","18.76","18.40","2,964,400","11/03/23","STK","Yes","1","[object Object]"
"AESI","Atlas Energy Solutions Inc Cl A","18.96","+0.16","+0.85%","19.00","19.21","18.81","274,700","11/03/23","STK","Yes","1","[object Object]"
"AEVA","Aeva Technologies Inc","0.6157","+0.0677","+12.35%","0.6000","0.6500","0.5801","806,000","11/03/23","STK","Yes","1","[object Object]"
"AFCG","Afc Gamma Inc","11.14","+0.09","+0.81%","11.15","11.40","11.09","93,200","11/03/23","STK","Yes","1","[object Object]"
"AFRI","Forafric Global Plc","11.06","+0.09","+0.82%","10.85","11.25","10.85","5,900","11/03/23","STK","No","1","[object Object]"
"AGEN","Agenus Inc","0.8449","-0.0051","-0.60%","0.8652","0.9035","0.8373","15,007,300","11/03/23","STK","Yes","1","[object Object]"
"AGIO","Agios Pharmaceuticals","22.49","+1.49","+7.10%","21.20","22.83","21.20","2,244,800","11/03/23","STK","Yes","1","[object Object]"
"AGM","Federal Agricultural Mortgage Corp","162.83","+4.31","+2.72%","160.27","164.44","160.27","62,900","11/03/23","STK","Yes","1","[object Object]"
"AGS","Playags Inc","7.77","+0.42","+5.71%","7.46","7.86","7.41","370,900","11/03/23","STK","Yes","1","[object Object]"
"AGTI","Agiliti Inc","6.01","+0.34","+6.00%","5.85","6.15","5.85","321,300","11/03/23","STK","Yes","1","[object Object]"
"AGX","Argan Inc","45.13","-1.32","-2.84%","46.95","46.95","45.09","97,800","11/03/23","STK","Yes","1","[object Object]"
"AGYS","Agilysys Inc","90.06","+1.10","+1.24%","88.88","90.73","88.88","173,600","11/03/23","STK","Yes","1","[object Object]"
"AHCO","Adapthealth Corp Cl. A","8.47","+0.87","+11.45%","7.97","8.63","7.67","1,688,700","11/03/23","STK","Yes","1","[object Object]"
"AHH","Armada Hoffler Properties Inc","10.52","+0.32","+3.14%","10.40","10.65","10.40","390,100","11/03/23","STK","Yes","1","[object Object]"
"AI","C3.Ai Inc Cl A","28.59","+1.33","+4.88%","27.31","29.37","27.22","11,153,400","11/03/23","STK","Yes","1","[object Object]"
"AIN","Albany International Corp","87.30","+2.13","+2.50%","87.11","87.85","86.25","165,500","11/03/23","STK","Yes","1","[object Object]"
"AIR","AAR Corp","62.95","+2.32","+3.83%","61.25","63.41","61.25","214,300","11/03/23","STK","Yes","1","[object Object]"
"AIRS","Airsculpt Technologies Inc","6.54","+0.56","+9.36%","6.06","6.69","5.91","46,000","11/03/23","STK","Yes","1","[object Object]"
"AIT","Applied Industrial Technologies","157.10","+2.23","+1.44%","157.38","159.39","155.73","200,100","11/03/23","STK","Yes","1","[object Object]"
"AIV","Apartment Investment and Management","6.33","+0.32","+5.32%","6.15","6.33","6.15","1,154,300","11/03/23","STK","Yes","1","[object Object]"
"AKR","Acadia Realty Trust","15.33","+0.42","+2.82%","15.26","15.47","15.20","905,100","11/03/23","STK","Yes","1","[object Object]"
"AKRO","Akero Therapeutics Inc","14.58","+1.26","+9.46%","13.53","14.92","13.50","2,107,700","11/03/23","STK","Yes","1","[object Object]"
"AKTS","Akoustis Technologies Inc","0.6460","+0.0969","+17.65%","0.5700","0.6560","0.5700","682,600","11/03/23","STK","Yes","1","[object Object]"
"AKYA","Akoya Biosciences Inc","3.96","+0.28","+7.61%","3.79","4.02","3.79","89,700","11/03/23","STK","Yes","1","[object Object]"
"ALCO","Alico Inc","25.62","+0.41","+1.63%","25.56","25.69","25.35","26,500","11/03/23","STK","No","1","[object Object]"
"ALDX","Aldeyra Therapeu","2.21","+0.12","+5.74%","2.11","2.27","2.07","2,279,500","11/03/23","STK","Yes","1","[object Object]"
"ALE","Allete Inc","55.98","-0.46","-0.82%","57.28","57.40","55.77","324,800","11/03/23","STK","Yes","1","[object Object]"
"ALEC","Alector Inc","5.88","+0.32","+5.76%","5.66","6.07","5.66","630,300","11/03/23","STK","Yes","1","[object Object]"
"ALEX","Alexander and Baldwin Inc","16.72","+0.44","+2.70%","17.14","17.22","16.65","432,200","11/03/23","STK","Yes","1","[object Object]"
"ALG","Alamo Group","180.87","+18.75","+11.57%","175.00","181.80","168.22","222,500","11/03/23","STK","Yes","1","[object Object]"
"ALGT","Allegiant Travel Com","64.81","+0.40","+0.62%","65.44","67.00","62.99","454,300","11/03/23","STK","Yes","1","[object Object]"
"ALHC","Alignment Healthcare Inc","6.02","-0.33","-5.20%","6.74","6.95","5.93","961,600","11/03/23","STK","Yes","1","[object Object]"
"ALIT","Alight Inc Cl A","7.21","-0.14","-1.90%","7.53","7.55","7.16","4,229,500","11/03/23","STK","Yes","1","[object Object]"
"ALKS","Alkermes Plc","24.79","+0.24","+0.98%","24.84","24.94","24.44","1,625,300","11/03/23","STK","Yes","1","[object Object]"
"ALKT","Alkami Technology Inc","20.01","+0.61","+3.14%","19.74","20.04","19.21","760,700","11/03/23","STK","Yes","1","[object Object]"
"ALLK","Allakos Inc","2.25","+0.25","+12.50%","2.07","2.26","2.07","676,300","11/03/23","STK","Yes","1","[object Object]"
"ALLO","Allogene Therapeutics Inc","3.50","+0.53","+17.85%","3.13","3.64","3.02","3,712,300","11/03/23","STK","Yes","1","[object Object]"
"ALNT","Allient Inc","26.19","+0.70","+2.75%","26.29","26.50","25.31","81,800","11/03/23","STK","Yes","1","[object Object]"
"ALPN","Alpine Immune Sciences Inc","16.07","+1.35","+9.17%","15.66","16.25","14.40","1,365,800","11/03/23","STK","Yes","1","[object Object]"
"ALRM","Alarm.com","52.33","+0.40","+0.77%","52.67","53.50","52.31","274,700","11/03/23","STK","Yes","1","[object Object]"
"ALRS","Alerus Financial Corp","18.02","+0.01","+0.06%","18.34","18.57","17.93","71,000","11/03/23","STK","Yes","1","[object Object]"
"ALT","Altimmune Inc","2.74","+0.18","+7.03%","2.57","2.76","2.57","1,196,000","11/03/23","STK","Yes","1","[object Object]"
"ALTG","Alta Equipment Group Inc","10.35","+0.40","+4.02%","10.29","10.77","10.29","280,600","11/03/23","STK","Yes","1","[object Object]"
"ALTI","Alti Global Inc","7.07","+0.50","+7.61%","6.74","7.07","6.48","47,600","11/03/23","STK","No","1","[object Object]"
"ALTR","Altair Engineering Inc Cl A","65.74","+6.63","+11.22%","60.33","65.94","60.33","556,700","11/03/23","STK","Yes","1","[object Object]"
"ALVR","Allovir Inc","1.6800","-0.0700","-4.00%","1.7500","1.8886","1.6600","1,408,800","11/03/23","STK","Yes","1","[object Object]"
"ALX","Alexander's Inc","194.52","-1.84","-0.94%","195.73","198.31","194.03","20,900","11/03/23","STK","No","1","[object Object]"
"ALXO","Alx Oncology Holdings Inc","8.32","+0.62","+8.05%","7.93","8.66","7.93","327,900","11/03/23","STK","Yes","1","[object Object]"
"AMAL","Amalgamated Financial Corp","19.47","+0.97","+5.24%","18.73","19.51","18.56","174,500","11/03/23","STK","Yes","1","[object Object]"
"AMBA","Ambarella Inc","50.16","+3.25","+6.93%","47.73","50.76","47.73","550,200","11/03/23","STK","Yes","1","[object Object]"
"AMBC","Ambac Financial Group","12.50","+0.05","+0.40%","12.62","12.69","12.29","407,400","11/03/23","STK","Yes","1","[object Object]"
"AMCX","AMC Networks Cl A","15.00","+1.82","+13.81%","13.59","15.71","12.98","769,200","11/03/23","STK","Yes","1","[object Object]"
"AMEH","Apollo Medical Holdings Inc","31.97","+1.23","+4.00%","31.20","32.00","30.58","164,100","11/03/23","STK","Yes","1","[object Object]"
"AMK","Assetmark Financial Holdings Inc","24.20","+0.17","+0.71%","24.45","24.74","24.15","121,100","11/03/23","UIT","Yes","11","[object Object]"
"AMKR","Amkor Technology","23.83","+1.23","+5.44%","22.92","24.07","22.87","1,269,200","11/03/23","STK","Yes","1","[object Object]"
"AMLX","Amylyx Pharmaceuticals Inc","18.43","+0.41","+2.28%","18.45","18.88","18.26","1,198,700","11/03/23","STK","Yes","1","[object Object]"
"AMN","Amn Healthcare Services Inc","67.15","-5.60","-7.70%","72.54","73.29","66.81","1,246,500","11/03/23","STK","Yes","1","[object Object]"
"AMNB","American Natl Bksh","42.52","+1.93","+4.75%","41.63","42.88","41.63","65,900","11/03/23","STK","Yes","1","[object Object]"
"AMPH","Amphastar Pharma","46.59","+1.14","+2.51%","46.06","47.09","46.06","415,100","11/03/23","STK","Yes","1","[object Object]"
"AMPL","Amplitude Inc Cl A","10.75","+0.53","+5.19%","10.38","10.81","10.26","497,900","11/03/23","STK","Yes","1","[object Object]"
"AMPS","Altus Power Inc","5.76","+0.18","+3.23%","5.79","5.84","5.54","1,066,400","11/03/23","STK","Yes","1","[object Object]"
"AMPX","Amprius Technologies Inc","3.35","-0.10","-2.90%","3.49","3.59","3.32","172,800","11/03/23","STK","Yes","1","[object Object]"
"AMPY","Amplify Energy Corp","6.95","-0.06","-0.86%","7.02","7.03","6.86","612,000","11/03/23","STK","Yes","1","[object Object]"
"AMR","Alpha Metallurgical Resources Inc","219.81","+1.80","+0.83%","220.84","227.29","215.28","240,000","11/03/23","STK","Yes","1","[object Object]"
"AMRC","Ameresco Inc","29.81","+2.67","+9.84%","28.65","30.26","27.59","1,003,200","11/03/23","STK","Yes","1","[object Object]"
"AMRK","A-Mark Precious Meta","27.28","+0.45","+1.68%","27.34","27.59","27.01","196,500","11/03/23","STK","Yes","1","[object Object]"
"AMRX","Amneal Pharmaceuticals Inc","4.29","+0.14","+3.37%","4.21","4.35","4.17","1,529,100","11/03/23","STK","Yes","1","[object Object]"
"AMSF","Amerisafe Inc","51.58","+0.54","+1.06%","51.66","51.95","51.07","72,500","11/03/23","STK","Yes","1","[object Object]"
"AMSWA","Amer Software Inc","11.07","+0.21","+1.93%","10.99","11.24","10.83","219,300","11/03/23","STK","Yes","1","[object Object]"
"AMTB","Mercantil Bank Holding Cl A","19.96","+0.71","+3.69%","19.82","20.12","19.75","66,000","11/03/23","STK","Yes","1","[object Object]"
"AMWD","Amer Woodmark Cp","72.73","+1.87","+2.64%","72.14","74.30","72.14","91,000","11/03/23","STK","Yes","1","[object Object]"
"AMWL","American Well Corp Cl A","1.4200","+0.0800","+5.97%","1.3200","1.4500","1.3200","2,027,000","11/03/23","STK","Yes","1","[object Object]"
"ANAB","Anaptysbio Inc","17.53","+1.33","+8.21%","17.64","18.57","17.13","244,200","11/03/23","STK","Yes","1","[object Object]"
"ANDE","Andersons Inc","52.77","+0.79","+1.52%","52.59","53.29","52.31","209,300","11/03/23","STK","Yes","1","[object Object]"
"ANF","Abercrombie & Fitch Company","65.50","+2.19","+3.46%","63.81","66.17","63.72","1,529,800","11/03/23","STK","Yes","1","[object Object]"
"ANGO","Angiodynamics Inc","6.81","+0.32","+4.93%","6.53","6.93","6.53","657,800","11/03/23","STK","Yes","1","[object Object]"
"ANIK","Anika Therapeutics","21.12","+2.13","+11.22%","24.21","24.25","20.29","264,500","11/03/23","STK","Yes","1","[object Object]"
"ANIP","ANI Pharma Inc","65.43","+2.87","+4.59%","63.33","65.50","62.81","201,600","11/03/23","STK","Yes","1","[object Object]"
"ANNX","Annexon Inc","2.59","+0.24","+10.21%","2.45","2.62","2.36","397,500","11/03/23","STK","Yes","1","[object Object]"
"AOMR","Angel Oak Mortgage REIT Inc","8.62","+0.22","+2.62%","8.55","8.67","8.55","38,000","11/03/23","STK","No","1","[object Object]"
"AORT","Artivion Inc","14.23","+1.28","+9.88%","13.60","14.57","13.25","378,800","11/03/23","STK","Yes","1","[object Object]"
"AOSL","Alpha and Omega Semi","25.81","+0.96","+3.86%","25.23","26.09","25.23","98,700","11/03/23","STK","Yes","1","[object Object]"
"APAM","Artisan Partners Asset Mgmt","36.28","+0.43","+1.20%","36.67","37.12","36.20","592,000","11/03/23","UIT","Yes","11","[object Object]"
"APG","Api Group Corp","27.64","+0.14","+0.51%","28.10","28.26","27.35","1,744,400","11/03/23","STK","Yes","1","[object Object]"
"APGE","Apogee Therapeutics Inc","19.08","+0.49","+2.64%","19.01","19.30","18.79","81,900","11/03/23","STK","No","1","[object Object]"
"APLD","Applied Digital Corp","5.46","+0.18","+3.41%","5.35","5.57","5.28","1,776,600","11/03/23","STK","Yes","1","[object Object]"
"APLE","Apple Hospitality REIT Inc","16.86","+0.20","+1.20%","16.89","17.02","16.75","2,287,300","11/03/23","STK","Yes","1","[object Object]"
"APOG","Apogee Entrpr Inc","44.62","+1.05","+2.41%","44.24","44.94","43.90","88,300","11/03/23","STK","Yes","1","[object Object]"
"APPF","Appfolio Cl A","198.06","+10.12","+5.38%","189.71","199.98","188.45","273,900","11/03/23","STK","Yes","1","[object Object]"
"APPN","Appian Corp Cl A","39.90","-1.82","-4.36%","38.95","40.50","38.20","879,000","11/03/23","STK","Yes","1","[object Object]"
"APPS","Digital Turbine","5.26","+0.43","+8.90%","4.98","5.43","4.98","1,549,400","11/03/23","STK","Yes","1","[object Object]"
"ARAY","Accuray Inc","2.80","+0.18","+6.87%","2.69","2.82","2.63","335,700","11/03/23","STK","Yes","1","[object Object]"
"ARCB","Arcbest Corp","120.00","+2.59","+2.21%","119.00","121.85","117.41","702,700","11/03/23","STK","Yes","1","[object Object]"
"ARCH","Arch Resources Inc","150.60","-0.72","-0.48%","153.00","154.09","149.98","288,000","11/03/23","STK","Yes","1","[object Object]"
"ARCT","Arcturus Therapeutics Ltd","19.58","+0.97","+5.21%","18.99","19.99","18.99","441,700","11/03/23","STK","Yes","1","[object Object]"
"ARDX","Ardelyx Inc","4.02","+0.01","+0.25%","4.07","4.17","3.97","6,543,700","11/03/23","STK","Yes","1","[object Object]"
"ARGO","Argo Group Intl Hlds","29.88","-0.05","-0.17%","29.92","29.97","29.87","695,100","11/03/23","STK","Yes","1","[object Object]"
"ARI","Apollo Commercial Real Estate","10.73","+0.22","+2.09%","10.80","10.87","10.69","884,500","11/03/23","STK","Yes","1","[object Object]"
"ARIS","Aris Water Solutions Inc Cl A","9.58","+0.49","+5.39%","9.27","10.00","9.19","530,300","11/03/23","STK","Yes","1","[object Object]"
"ARKO","Arko Corp","7.90","+0.17","+2.20%","7.81","7.95","7.79","308,600","11/03/23","STK","Yes","1","[object Object]"
"ARL","American Realty Investors","13.17","+0.27","+2.09%","14.00","14.00","13.17","1,600","11/03/23","STK","No","1","[object Object]"
"ARLO","Arlo Technologies Inc","9.21","+0.32","+3.60%","9.03","9.31","8.95","1,133,300","11/03/23","STK","Yes","1","[object Object]"
"AROC","Archrock Inc","14.26","+0.48","+3.48%","13.89","14.50","13.87","1,460,900","11/03/23","STK","Yes","1","[object Object]"
"AROW","Arrow Financial Corp","23.00","+0.98","+4.43%","22.72","23.38","22.49","70,100","11/03/23","STK","Yes","1","[object Object]"
"ARQT","Arcutis Biotherapeutics Inc","2.44","+0.22","+9.91%","2.43","2.54","2.38","3,711,300","11/03/23","STK","Yes","1","[object Object]"
"ARR","Armour Residential R","16.12","+0.34","+2.15%","16.30","16.56","16.08","1,593,500","11/03/23","STK","Yes","1","[object Object]"
"ARRY","Array Technologies Inc","18.13","+0.49","+2.78%","18.03","18.92","17.99","5,897,900","11/03/23","STK","Yes","1","[object Object]"
"ARTNA","Artesian Res Cp A","42.13","+1.51","+3.72%","41.26","42.57","41.02","35,400","11/03/23","STK","No","1","[object Object]"
"ARVN","Arvinas Inc","17.52","+1.31","+8.08%","16.72","17.88","16.72","484,200","11/03/23","STK","Yes","1","[object Object]"
"ARWR","Arrowhead Pharma","28.15","+1.99","+7.61%","26.62","28.27","26.62","1,257,000","11/03/23","STK","Yes","1","[object Object]"
"ASAN","Asana Inc Cl A","20.30","+0.97","+5.02%","19.50","20.46","19.46","2,819,200","11/03/23","STK","Yes","1","[object Object]"
"ASB","Associated Banc-Corp","17.64","+0.76","+4.50%","17.35","17.76","17.25","1,856,100","11/03/23","STK","Yes","1","[object Object]"
"ASC","Ardmore Shipping Corp","13.66","-0.01","-0.07%","13.58","13.76","13.42","508,100","11/03/23","STK","Yes","1","[object Object]"
"ASGN","On Assignment","85.50","-1.58","-1.81%","88.44","88.86","85.33","339,400","11/03/23","STK","Yes","1","[object Object]"
"ASIX","Advansix Inc","25.88","-2.19","-7.80%","26.59","27.76","24.20","338,000","11/03/23","STK","Yes","1","[object Object]"
"ASLE","Aersale Corp","16.24","+0.49","+3.11%","16.01","16.35","15.80","302,000","11/03/23","STK","Yes","1","[object Object]"
"ASO","Academy Sports and Outdoors Inc","48.85","+1.96","+4.17%","47.55","49.17","47.53","1,587,000","11/03/23","STK","Yes","1","[object Object]"
"ASPN","Aspen Aerogels Inc","9.04","+0.46","+5.36%","8.70","9.33","8.60","1,029,400","11/03/23","STK","Yes","1","[object Object]"
"ASRT","Assertio Therapeutics Inc","2.34","+0.21","+9.86%","2.19","2.36","2.18","1,079,400","11/03/23","STK","Yes","1","[object Object]"
"ASTE","Astec Inds Inc","31.15","+1.34","+4.50%","30.96","31.97","30.60","230,900","11/03/23","STK","Yes","1","[object Object]"
"ASTS","Ast Spacemobile Inc","4.14","+0.37","+9.81%","3.87","4.32","3.87","4,030,500","11/03/23","STK","Yes","1","[object Object]"
"ASUR","Asure Software","8.49","+0.07","+0.83%","8.59","8.66","8.42","133,600","11/03/23","STK","Yes","1","[object Object]"
"ATEC","Alphatec Holdings","10.36","+0.53","+5.39%","9.95","10.57","9.95","2,626,400","11/03/23","STK","Yes","1","[object Object]"
"ATEN","A10 Networks Inc","10.93","+0.05","+0.46%","11.05","11.11","10.91","759,600","11/03/23","STK","Yes","1","[object Object]"
"ATEX","Anterix Inc.","31.45","+0.90","+2.95%","30.97","31.78","30.97","173,400","11/03/23","STK","Yes","1","[object Object]"
"ATGE","Adtalem Global Education Inc","55.20","+0.95","+1.75%","55.00","55.92","54.30","530,900","11/03/23","STK","Yes","1","[object Object]"
"ATI","Ati Inc","41.70","+1.05","+2.58%","41.83","42.12","40.55","2,047,200","11/03/23","STK","Yes","1","[object Object]"
"ATKR","Atkore Inc","132.03","+1.81","+1.39%","132.55","135.19","131.93","277,600","11/03/23","STK","Yes","1","[object Object]"
"ATLC","Atlanticus Holdings Cp","30.00","+0.29","+0.98%","30.29","30.45","29.45","42,800","11/03/23","STK","Yes","1","[object Object]"
"ATLO","Ames Natl Corp","17.81","+0.50","+2.89%","17.46","17.97","17.40","39,400","11/03/23","STK","Yes","1","[object Object]"
"ATMU","Atmus Filtration Technologies Inc","20.31","+0.41","+2.06%","22.77","23.41","19.71","935,300","11/03/23","STK","Yes","1","[object Object]"
"ATNI","Atn International","33.88","+1.84","+5.74%","32.67","34.27","32.65","55,900","11/03/23","STK","Yes","1","[object Object]"
"ATNM","Actinium Pharmaceuticals Inc","4.76","+0.18","+3.93%","4.70","4.92","4.52","338,300","11/03/23","STK","Yes","1","[object Object]"
"ATOM","Atomera Inc","5.84","-0.11","-1.85%","6.12","6.12","5.65","243,300","11/03/23","STK","Yes","1","[object Object]"
"ATRA","Atara Biotherap","1.2900","+0.1000","+8.40%","1.2500","1.3500","1.2250","2,009,700","11/03/23","STK","Yes","1","[object Object]"
"ATRC","Atricure Inc","36.98","+0.40","+1.09%","37.38","37.54","36.07","650,900","11/03/23","STK","Yes","1","[object Object]"
"ATRI","Atrion Corp","336.80","-1.69","-0.50%","336.41","336.80","336.41","2,300","11/03/23","STK","No","1","[object Object]"
"ATRO","Astronics Cp","16.05","+0.21","+1.33%","16.10","16.30","15.95","84,500","11/03/23","STK","Yes","1","[object Object]"
"ATSG","Air Transport","20.62","+0.46","+2.28%","20.51","20.79","20.37","561,900","11/03/23","STK","Yes","1","[object Object]"
"ATXS","Astri Therapeutics Inc","4.94","+0.02","+0.41%","4.99","5.13","4.91","214,700","11/03/23","STK","Yes","1","[object Object]"
"AUB","Atlantic Union Bancshares Corp","31.99","+1.37","+4.47%","31.70","32.30","31.63","442,200","11/03/23","STK","Yes","1","[object Object]"
"AUPH","Aurinia Pharm Ord","8.23","+0.35","+4.44%","7.92","8.33","7.76","2,053,900","11/03/23","STK","Yes","1","[object Object]"
"AUR","Aurora Innovation Inc","2.01","+0.09","+4.69%","1.93","2.11","1.92","7,771,500","11/03/23","STK","Yes","1","[object Object]"
"AURA","Aura Biosciences Inc","11.98","+1.66","+16.09%","10.49","11.99","10.49","147,100","11/03/23","STK","Yes","1","[object Object]"
"AVA","Avista Corp","35.04","+0.70","+2.04%","34.94","35.41","34.81","666,700","11/03/23","STK","Yes","1","[object Object]"
"AVAH","Aveanna Healthcare Holdings Inc","1.4700","-0.0100","-0.68%","1.5000","1.5500","1.4100","100,200","11/03/23","STK","Yes","1","[object Object]"
"AVAV","Aerovironment Inc","119.82","+1.06","+0.89%","120.28","122.25","118.80","167,100","11/03/23","STK","Yes","1","[object Object]"
"AVD","American Vanguard Corp","9.84","+0.17","+1.76%","9.89","9.90","9.61","402,300","11/03/23","STK","Yes","1","[object Object]"
"AVDX","Avidxchange Holdings Inc","7.60","-1.15","-13.14%","8.28","8.41","6.88","7,788,500","11/03/23","STK","Yes","1","[object Object]"
"AVID","Avid Tech Inc","27.04","+0.04","+0.15%","27.04","27.05","27.02","523,900","11/03/23","STK","Yes","1","[object Object]"
"AVIR","Atea Pharmaceuticals Inc","3.27","+0.13","+4.14%","3.22","3.31","3.18","369,100","11/03/23","STK","Yes","1","[object Object]"
"AVNS","Avanos Medical Inc","22.09","+0.57","+2.65%","21.92","22.21","21.59","359,800","11/03/23","STK","Yes","1","[object Object]"
"AVNT","Avient Corp","33.97","+2.08","+6.52%","32.73","34.10","32.31","646,100","11/03/23","STK","Yes","1","[object Object]"
"AVNW","Aviat Networks Inc","30.51","-0.08","-0.26%","31.00","32.35","30.30","168,100","11/03/23","STK","Yes","1","[object Object]"
"AVO","Mission Produce Inc","9.45","-0.01","-0.11%","9.64","9.81","9.42","168,000","11/03/23","STK","Yes","1","[object Object]"
"AVPT","Avepoint Inc Cl A","7.60","+0.22","+2.98%","7.46","7.67","7.40","751,100","11/03/23","STK","Yes","1","[object Object]"
"AVTA","Avantax Inc","25.83","unch","unch","25.86","25.94","25.82","479,600","11/03/23","STK","Yes","1","[object Object]"
"AVTE","Aerovate Therapeutics Inc","11.47","+0.39","+3.47%","11.38","11.95","10.99","72,300","11/03/23","STK","No","1","[object Object]"
